# Sample generated by Stan (Automatic Differentiation Variational Inference)
# stan_version_major=2
# stan_version_minor=14
# stan_version_patch=0
lp__,alpha,beta.1,beta.2,beta.3,beta.4,beta.5,beta.6,beta.7,beta.8,beta.9,beta.10,beta.11,beta.12,beta.13,beta.14,beta.15,beta.16,beta.17,beta.18,beta.19,beta.20,beta.21,beta.22,beta.23,beta.24,beta.25,beta.26,beta.27,beta.28,beta.29,beta.30,beta.31,beta.32,beta.33,beta.34,beta.35,beta.36,beta.37,beta.38,beta.39,beta.40,beta.41,beta.42,beta.43,beta.44,beta.45,beta.46,beta.47,beta.48,beta.49,beta.50,beta.51,beta.52,beta.53,beta.54,beta.55,beta.56,beta.57,beta.58,beta.59,beta.60,beta.61,beta.62,beta.63,beta.64,beta.65,beta.66,beta.67,beta.68,beta.69,beta.70,beta.71,beta.72,beta.73,beta.74,beta.75,beta.76,beta.77,beta.78,beta.79,beta.80,beta.81,beta.82,beta.83,beta.84,beta.85,beta.86,beta.87,beta.88,beta.89,beta.90,beta.91,beta.92,beta.93,beta.94,beta.95,beta.96,beta.97,beta.98,beta.99,beta.100,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10,lambda.11,lambda.12,lambda.13,lambda.14,lambda.15,lambda.16,lambda.17,lambda.18,lambda.19,lambda.20,lambda.21,lambda.22,lambda.23,lambda.24,lambda.25,lambda.26,lambda.27,lambda.28,lambda.29,lambda.30,lambda.31,lambda.32,lambda.33,lambda.34,lambda.35,lambda.36,lambda.37,lambda.38,lambda.39,lambda.40,lambda.41,lambda.42,lambda.43,lambda.44,lambda.45,lambda.46,lambda.47,lambda.48,lambda.49,lambda.50,lambda.51,lambda.52,lambda.53,lambda.54,lambda.55,lambda.56,lambda.57,lambda.58,lambda.59,lambda.60,lambda.61,lambda.62,lambda.63,lambda.64,lambda.65,lambda.66,lambda.67,lambda.68,lambda.69,lambda.70,lambda.71,lambda.72,lambda.73,lambda.74,lambda.75,lambda.76,lambda.77,lambda.78,lambda.79,lambda.80,lambda.81,lambda.82,lambda.83,lambda.84,lambda.85,lambda.86,lambda.87,lambda.88,lambda.89,lambda.90,lambda.91,lambda.92,lambda.93,lambda.94,lambda.95,lambda.96,lambda.97,lambda.98,lambda.99,lambda.100,tau,sigma
0,-0.591778,0.269935,-0.00428428,0.272309,-0.272864,-0.801271,0.6724,0.137425,0.0691694,-0.44593,0.0488111,1.45451,0.707147,0.151273,-0.858198,-0.89371,0.340551,-0.0154426,0.281504,0.0293793,-0.257498,0.114898,-0.377944,-0.0572395,0.195537,2.57749,0.339776,-0.0738094,-0.0130171,-1.11818,-1.36185,-0.268571,-0.025588,0.0668399,0.188215,-0.38221,-0.13973,-0.706275,-0.43226,0.148212,0.0851065,-0.156214,-1.05332,-0.0776225,-0.00228752,0.0555066,0.916168,-0.457795,-0.411591,0.320633,0.648532,-0.0502442,0.312878,0.332234,-0.694596,0.727751,0.700605,-0.273913,-0.0964959,0.263505,-0.0987242,-0.123609,1.24778,0.272022,-0.339018,-0.0218172,0.387497,-0.053898,0.0474472,-0.07989,0.172844,0.0600097,-0.211462,0.070834,-0.254876,1.71343,-0.119604,0.185074,0.641877,-0.309955,-0.37903,-0.0176897,-0.0268263,-0.139506,0.020642,0.523655,-0.00409876,0.339703,-0.322474,-0.64535,-0.0762664,-0.365942,-0.490256,0.0349301,1.36128,-0.0435647,0.0102563,0.00541725,1.27383,0.457049,0.164388,1.09372,0.842807,0.436469,0.152233,0.238523,1.96917,0.138829,0.509245,0.168162,0.131891,1.03338,0.115031,0.565007,4.84514,4.36036,1.21127,0.102941,4.21715,0.811179,0.334108,0.684039,0.407675,0.373341,0.12786,2.65536,0.0461916,0.0273443,0.200639,1.09936,1.61969,0.342434,0.546469,0.331791,0.360287,1.01992,0.349618,2.27176,1.18045,0.443906,0.546477,0.505763,0.919552,0.410136,0.583311,3.12427,2.67033,0.341478,0.976262,4.05059,1.06346,0.701483,0.866494,0.439234,1.3126,0.335286,3.04465,0.0794188,1.1137,0.223013,1.18768,0.281768,1.48904,0.168828,1.28904,0.526262,0.389777,0.391148,1.00832,1.45242,0.196695,0.599379,0.437506,0.944057,0.242745,1.06677,0.712204,0.243395,2.8678,0.30848,1.44812,0.320047,0.310635,0.449404,0.260065,0.493375,0.763727,0.133243,8.00654,1.65572,1.15709,0.181799,1.04952,1.59768,1.23234,0.416149,0.285158,0.531227,3.34425,1.58263,0.251142,1.19576,1.1814e+17
0,-0.677177,-0.0393986,-0.29067,0.439582,-0.190189,-0.843328,0.862203,0.0865562,-0.194402,-0.0298795,-0.000692764,1.51156,0.589832,-0.0307745,-0.655397,-0.828643,0.0431659,-0.177118,0.13402,-0.0280406,-0.325106,0.205322,0.0139563,0.248632,-0.331937,2.30989,-0.155407,0.280095,0.111279,-1.48149,-1.89524,0.183555,-0.032221,-0.154767,-0.108143,-0.555353,-0.177509,-0.630481,0.0497282,0.370332,0.190648,1.255,-0.969693,-0.28352,0.0752856,-0.316738,0.608971,-0.54013,-0.862266,0.146173,0.931899,-0.0497335,-0.0895396,0.618186,-0.553514,0.488415,0.70083,-0.2227,-0.0182221,0.099647,-0.0820528,-0.0346577,1.1923,0.196079,0.000497815,0.151364,0.555294,0.659196,0.234562,-0.423073,-0.20704,0.320506,-0.141295,-0.398319,0.277361,0.423405,-0.343019,0.073239,0.771512,-0.220172,-0.461886,-0.0540259,0.0635256,-0.434877,-0.554006,0.0608928,-0.0737091,0.406534,0.2381,-0.327497,-0.24017,0.118313,-0.181861,0.130825,1.6136,-0.114119,0.0968928,0.194347,1.58125,0.274,0.0989464,0.415862,0.202806,0.43605,0.470964,0.567869,1.30059,0.625512,0.646055,0.408256,0.147742,2.43197,0.481446,0.295459,0.562813,1.76135,19.8834,1.15663,0.283727,0.260466,0.676895,0.359148,0.629706,0.44856,0.1479,1.55666,0.967459,0.0857321,0.296303,1.98647,1.331,0.50132,0.115884,0.544513,0.536949,0.717087,0.258185,0.586289,0.8287,0.692647,0.227977,0.718289,1.36695,1.26799,1.05196,3.57034,0.671519,0.482098,3.01362,0.541166,2.34532,0.454424,0.617455,1.37818,2.46477,0.440372,1.65118,0.290491,0.321216,1.78474,0.664807,0.270321,2.0025,0.213693,0.925211,0.66655,0.913641,0.941121,1.15149,0.0709159,0.115235,0.705355,0.115531,0.886735,0.197846,1.04354,0.779561,0.463347,0.964786,0.732218,0.503139,1.01721,1.09968,0.787653,0.586282,0.608892,0.746449,0.900189,0.920937,1.22372,0.48221,0.581767,2.18738,0.303818,0.303849,0.16867,0.121844,0.230641,3.0962,2.95122,0.282153,1.1656,2.75844e-07
0,-0.423544,0.338112,-0.0240475,0.263959,-0.178017,-0.982879,0.442622,0.581501,-0.158744,0.238575,0.160472,1.6762,0.404881,-0.322327,-0.786856,-0.71849,0.137732,-0.374397,-0.244153,0.459798,-0.315716,0.120291,-0.0798545,0.0357222,-0.0377137,2.76163,0.159531,0.244222,0.500077,-1.77511,-1.88684,-0.0792278,0.0580849,-0.321449,0.264397,-0.237318,-0.0512659,-0.810024,-0.0262925,0.068197,-0.156436,0.540852,-0.9278,-0.232353,0.0765317,-0.307126,1.22232,-0.562058,-0.827225,0.00357696,0.733903,-0.152176,0.0980342,0.181068,-0.72079,0.339344,0.674437,0.233526,0.14445,0.163442,0.154726,-0.117099,1.15024,0.0979937,-0.0278225,-0.170594,0.228815,0.161394,0.210675,-0.116015,-0.000559679,-0.0156539,-0.320578,-0.638071,-0.259208,1.89238,-0.236763,0.0143642,0.45104,-0.377476,-0.498836,-0.203333,0.0894849,-0.433926,-0.310128,-0.207422,-0.320245,-0.196667,0.100323,-0.805254,-0.0109662,-0.294986,-0.441181,0.202499,1.59259,-0.0355054,-0.0920665,0.123826,1.70003,0.219655,0.450676,0.961765,0.166119,0.500897,0.125635,1.15768,1.14736,0.360882,3.16719,0.295557,0.113439,2.43171,1.79024,0.234667,2.32639,0.555164,0.744584,0.689288,0.426329,0.606324,0.214171,0.324386,0.0631374,0.570536,0.216087,0.643329,0.135751,0.535136,0.136412,0.956918,1.52524,0.598632,0.421769,0.359046,0.195491,0.329839,0.0476083,0.441931,0.3083,1.12892,0.16458,0.49035,1.60071,0.302247,0.494558,0.0990517,1.926,1.40831,0.724157,0.359555,0.229555,0.239689,0.596,0.710657,1.15039,0.302077,0.306286,0.413171,0.0766863,1.58367,0.118662,0.0510381,0.982242,0.431179,0.222885,0.403949,5.17078,1.6874,1.07461,0.431349,0.113875,0.439364,1.2316,0.335159,0.153359,0.606116,0.784881,0.307959,2.51098,0.42153,0.583687,0.180496,0.365661,3.05831,0.185409,0.0878331,0.185979,0.787186,6.37689,0.344373,0.121693,3.90785,0.402085,0.75382,1.39209,0.186842,0.628865,1.94806,2.11398,0.571623,0.900021,1.48644,1927.3
0,-0.524565,0.368129,-0.123812,0.309948,-0.170608,-0.425986,0.541592,0.00438023,-0.0436243,0.0399193,0.117168,1.63298,0.921155,-0.0183165,-1.01763,-0.755834,0.0503346,-0.474499,-0.0238963,0.0172772,-0.217614,0.341833,-0.0419372,0.0344925,0.0794636,2.81458,0.227566,-0.00773114,-0.182164,-1.27761,-1.39639,0.207574,0.0760099,-0.336352,-0.0880729,-0.24219,-0.205981,-0.899506,0.522859,0.432536,-0.0673703,1.03852,-0.978407,-0.035345,0.264113,-0.104164,0.81864,-0.475182,-0.668883,0.143339,0.668974,-0.202222,0.281242,0.32641,-0.768885,0.324885,0.711625,0.334023,0.0529176,0.175074,0.221469,-0.212726,1.08163,0.112489,-0.147288,0.0728475,0.521377,-0.0406214,-0.303825,0.0136062,-0.15906,-0.159359,-0.204833,-0.145885,-0.33955,1.168,-0.143223,0.0948179,0.60241,-0.261533,-0.202308,0.0344156,0.18892,0.0886516,0.215684,0.147831,-0.324477,0.118033,0.352972,-0.600644,-0.143873,-0.19071,-0.142439,0.13177,1.19983,0.321551,-0.188935,-0.0594967,1.47293,0.310249,0.0937593,0.309118,0.260247,0.431686,0.18342,1.38337,2.7335,0.280901,0.250549,0.1904,0.0709221,1.80453,0.507808,0.247285,0.794059,1.96822,0.253835,0.501854,0.544204,0.289385,0.0606407,0.390896,0.758033,0.151648,0.889416,3.13135,0.0727064,0.317127,0.217298,0.449744,1.47437,1.04879,0.217068,1.26746,4.00412,0.762968,0.358805,0.614057,0.305963,1.07965,0.3436,1.64838,4.74255,0.590159,0.688802,0.261087,0.969004,0.225407,1.36439,0.180816,0.84903,0.891787,0.951951,0.580404,0.747222,0.183539,2.66032,1.03804,1.43261,1.7628,0.0527787,0.117866,1.26304,0.44308,0.192738,0.563432,0.42318,1.2594,0.343121,0.966188,0.0510823,0.237308,0.830961,0.369437,0.301868,0.349699,0.394439,1.11929,1.41298,0.202717,0.51744,0.357987,0.259466,0.367619,0.165574,2.75335,0.770784,0.617052,0.0618057,0.806342,0.126228,0.483586,0.89455,1.73693,1.64876,0.0441333,0.344333,0.987154,1.3389,0.733562,0.774469,1.38958,0.00320531
0,-0.867227,0.0184919,0.0358302,0.199701,-0.104863,-0.85061,1.67982,-0.22185,-0.163416,-0.0219499,0.111777,1.32631,0.753007,0.106929,-0.958312,-0.707849,-0.0207706,-0.10602,0.151443,0.0626782,-0.195876,0.0543164,-0.0343988,0.157304,0.19615,2.4324,0.180555,0.505072,-0.266088,-1.67543,-1.12649,-0.0278429,0.0927796,0.187239,-0.059182,-0.351492,-0.115546,-0.561448,-0.0651106,0.153292,-0.185674,0.496537,-1.10921,-0.240545,0.83184,-0.379029,0.769821,-0.460344,-0.101131,0.265456,0.332495,-0.149253,0.162738,0.337402,-0.744462,0.451933,0.79288,-0.83199,-0.0545211,0.200087,-0.184161,0.0220514,1.31009,-0.282594,-0.145803,0.0592057,0.615389,0.0575671,-0.0425242,-0.0202662,-0.308461,0.0226358,-0.160767,-0.00633757,-0.304763,1.50105,-0.0188881,0.0997547,0.670355,-0.389143,-0.238009,0.102092,-0.0943588,0.0113311,-0.521404,0.213773,0.121934,0.0833343,-0.0959428,-0.713843,-0.0839729,-0.185512,-0.366665,0.31118,1.67989,-0.0205476,0.0106405,0.387303,1.63528,0.202832,-0.018673,0.185201,0.530048,0.449624,0.11328,0.871643,2.10137,1.81949,0.384914,0.170403,0.650319,0.719413,0.606488,2.13992,0.393503,0.591129,0.124062,0.114325,0.635552,0.490468,0.765187,0.473044,0.19336,0.291489,0.431939,1.34801,1.50969,0.807956,0.676563,1.14859,0.581252,0.466658,0.253823,0.234906,0.24115,0.363242,0.496568,0.897862,1.46419,1.43831,0.634974,0.505114,0.316788,1.29301,0.581884,0.240579,2.63998,1.03318,0.375694,1.62119,0.745464,0.604016,0.64883,0.351043,1.01523,1.05081,3.175,0.633001,0.324167,0.173043,0.117548,0.0645658,3.77625,0.947324,2.31722,0.0817568,0.604597,0.29095,1.0617,0.936131,0.319969,0.792123,0.993162,0.581418,0.395372,1.40138,0.269015,0.356604,1.24475,0.858018,0.599032,0.111242,0.0910928,0.273216,0.27666,0.376902,0.531781,0.20633,0.140852,1.31002,0.247017,0.589201,1.78323,0.362359,0.463272,0.385158,0.156477,0.467001,5.02223,0.351051,0.69336,1.72664,0.002537
0,-0.493173,0.162783,0.201658,0.0961893,-0.126506,-1.01907,0.834072,-0.231657,-0.317454,-0.0112777,-0.0299537,2.13375,0.714641,0.0482617,-0.702734,-0.861284,-0.0675308,0.112567,-0.373436,0.0287734,0.0399488,-0.0957877,0.156593,-0.0206763,-0.0166155,2.28458,-0.399255,0.0321205,0.111227,-1.31724,-1.1444,0.034727,0.33779,0.266502,0.0908381,-0.659472,-0.254282,-0.774427,-0.384894,-0.116943,0.329421,0.27951,-1.10444,-0.296848,-0.0282693,0.186919,0.59319,-0.895803,-0.685658,0.110595,0.804966,-0.144023,-0.0957359,0.126026,-0.522282,0.430979,0.728295,0.157309,0.196194,0.296165,-0.145616,0.0365125,1.3681,0.31154,0.034707,0.250031,0.55735,0.27753,0.0319743,-0.0133325,0.0185639,0.177608,-0.318534,0.463104,-0.0955576,1.40177,-0.161525,-0.0298881,0.905892,-0.333002,-0.487911,0.020421,0.067174,0.179869,-0.335567,0.304271,-0.141802,0.188716,0.0323515,-0.386831,0.0741287,0.0686056,-0.321781,0.177475,2.05668,-0.133711,-0.0301618,0.285161,1.24927,0.827383,0.101783,0.23785,2.1259,1.74311,0.25937,0.523327,1.10697,0.27956,0.0515997,0.260509,1.63535,1.68093,1.337,2.7255,0.642424,0.558608,0.651622,0.672981,0.99344,0.235283,0.120888,0.137798,3.72101,0.652544,0.100401,1.96782,1.83881,0.266206,1.83796,2.96397,0.629358,0.817637,0.0325263,4.19651,0.0966207,0.707933,0.199981,0.605632,0.235384,0.0965982,0.30529,0.628859,3.55323,0.615059,1.13054,0.643228,0.913852,1.12934,0.234089,1.27984,0.513297,0.307459,0.21439,0.638973,2.1773,1.11653,1.17582,0.421557,1.64556,0.236019,0.191813,0.118658,0.595577,0.590019,1.60434,0.375879,1.60932,0.0862552,0.759781,0.254967,0.164947,0.431922,0.506452,0.664779,0.603195,1.33972,0.0389035,0.192132,0.489266,0.170249,0.693269,0.160154,4.54072,0.290873,1.23812,2.54835,0.10447,1.54275,0.192756,0.488434,1.06508,0.703711,0.514553,1.39832,0.701008,0.0388814,0.374168,0.455781,1.41019,0.519922,0.345053,1.31142,0.0241227
0,-1.06231,0.150476,-0.177057,0.366174,-0.211256,-0.646925,0.251487,-0.607457,0.014526,-0.15223,0.0221387,1.19849,0.804514,0.362369,-0.750549,-0.946804,-0.203509,-0.0837319,0.277591,-0.24167,-0.089518,-0.000987956,-0.152302,0.110029,-0.35748,2.32358,-0.0224766,0.270463,-0.0451153,-1.6006,-1.85777,0.478699,-0.139222,-0.0517628,0.329184,-0.367529,0.030617,-0.913721,-0.520474,0.134836,0.101387,0.723219,-1.0737,0.237225,0.696803,-0.664342,0.764262,-0.545566,-0.246842,0.532267,1.18756,-0.0594593,0.0378296,0.279376,-0.713486,0.622043,0.549963,-0.373968,0.0507083,0.230104,0.155548,0.182589,1.04435,0.169076,0.0881997,0.228319,0.32562,0.145925,0.116809,-0.0636736,-0.324025,0.00374896,-0.125,-0.0412048,-0.102331,1.40058,-0.185946,-0.14685,0.685846,-0.187911,-0.393684,0.137236,-0.200461,0.529556,0.418257,0.310064,0.143405,0.0861576,-0.338704,-0.672024,0.0769179,-0.289138,-0.363508,0.819493,1.47705,0.247752,0.0804227,-0.0737971,0.865351,0.543154,0.224893,0.739447,0.364612,0.172962,0.0693751,4.15894,0.429835,0.149389,1.73302,0.0637552,1.18174,2.13492,2.73668,0.421277,4.22025,0.957975,0.296499,0.402918,0.875392,0.270929,0.322819,0.527327,0.382163,0.385742,0.535153,1.53395,0.163339,0.285692,1.53608,1.99321,1.42269,0.360712,0.240306,1.64987,0.555796,0.715497,0.44183,0.547149,0.508021,0.395524,0.926322,2.01332,0.697394,0.047947,0.393109,0.916505,0.303609,0.702389,0.398839,2.42482,2.05995,0.523129,0.201172,2.68931,1.0296,2.32557,1.61987,0.634434,0.46652,0.553141,0.79006,0.31896,1.16646,0.177853,0.0493557,0.450976,1.01833,0.622446,0.780606,2.43731,0.252684,0.280248,0.162005,0.815697,0.168442,1.11773,0.127012,0.552056,1.32174,0.709622,0.736258,0.0799095,0.722617,0.474977,1.04671,1.08295,0.204704,0.417109,0.0672913,0.390319,1.08474,0.42048,0.354838,0.56312,1.10125,0.446875,0.606844,0.239876,1.63038,0.816837,0.39807,1.50526,0.238858
0,-0.690871,-0.0291278,0.156676,0.649835,-0.0422215,-0.972628,0.870032,0.0313329,-0.268187,0.340099,0.0836419,1.51215,0.42394,0.0646842,-0.458248,-0.678134,-0.0179539,-0.0822025,0.0435106,0.101948,-0.356019,0.0869987,-0.0729786,-0.0292356,-0.0603902,2.47884,-0.0953958,0.0661084,-0.164829,-1.40637,-2.19274,0.218417,0.407426,0.0181258,-0.133068,-0.482995,-0.0643015,-0.753954,0.362842,0.134634,0.0346835,0.343845,-0.966261,0.198934,0.151046,-0.320537,0.532081,-0.799871,-0.175402,0.189737,0.650366,-0.163761,0.265992,0.129909,-0.69258,0.0257817,0.555046,0.00133054,0.187476,0.20764,-0.0793937,-0.00157951,1.12987,0.00799712,-0.273579,0.144914,0.349048,-0.126567,-0.13309,-0.210249,-0.0790435,0.181447,-0.189433,0.0411353,-0.345409,1.52816,-0.410303,0.00443477,0.441234,-0.471206,-0.363528,-0.012691,-0.11042,0.0134821,-0.456848,0.402631,-0.176298,0.292571,0.00812013,-0.779774,-0.0186098,-0.417687,-0.308054,-0.176779,1.19869,0.28553,0.348223,-0.0659926,1.57737,0.548141,0.0059256,0.38735,0.166574,0.882671,0.251939,2.14979,0.927091,0.404815,0.555579,0.263068,0.212795,0.87451,1.33497,1.89396,0.455591,0.535737,0.486281,1.84236,0.283266,0.12931,0.304875,0.281717,0.574865,1.38606,0.0395151,1.99879,0.270159,0.134656,0.698507,1.43382,0.696708,0.357308,0.896124,0.789959,0.110387,0.322451,0.746756,0.489152,0.0683077,0.153949,0.16005,0.499834,0.928065,0.436092,0.264696,2.35805,0.525531,0.429537,0.214199,0.596989,3.77911,0.337819,0.566271,0.146919,6.3389,0.291656,1.05761,0.979116,0.115293,1.50348,0.207622,0.813231,1.38197,0.17697,0.19606,0.234371,0.558753,0.396891,0.240717,0.575943,1.64333,0.16348,0.430771,1.8983,0.126147,1.79549,1.06389,0.118377,1.50286,0.726325,2.26818,0.334358,0.203165,1.2837,0.198327,0.665497,2.36246,0.766263,0.591557,0.610748,1.09493,0.262867,0.157291,0.531323,0.766863,0.135764,0.178984,0.929919,1.87423,1.60801,0.396845,1.18641,0.176667
0,-0.585981,0.0928675,0.542268,0.191976,-0.0914521,-0.717353,0.614553,-0.105057,-0.0623283,0.107491,-0.0359558,1.38995,0.409107,-0.181885,-0.590792,-0.627832,0.112946,0.252377,0.295844,0.438608,-0.206003,0.171643,0.0233165,0.243336,-0.426013,2.17113,-0.527031,0.0830584,-0.031806,-1.14658,-2.56584,0.473616,0.182575,0.106208,0.202467,-0.527344,-0.300392,-1.09525,0.0139741,0.329315,0.00584951,0.328559,-1.18434,-0.599528,1.18886,-0.316634,0.803149,-0.748991,-0.314294,0.165747,0.442621,0.0170592,0.209639,0.493987,-0.73624,0.256111,1.01536,-0.120023,-0.0273259,0.323757,-0.046673,-0.135413,1.11403,-0.253405,-0.3653,0.128329,0.207818,0.0899458,0.0330973,-0.100528,-0.189492,0.0753815,-0.0448553,-0.286941,0.275671,0.938415,-0.443988,0.0102606,0.706675,0.0636347,-0.426055,0.113533,0.169106,0.381931,0.216574,-0.0297671,0.295398,0.084335,-0.303041,-0.513097,0.145301,-0.145291,-0.851671,0.281748,1.43292,0.124748,0.0709324,-0.260642,1.43124,0.514301,0.148012,0.378816,2.05992,0.415442,0.494814,2.53964,0.179388,0.0790434,0.83526,0.117179,0.0726297,1.01038,0.639339,0.38809,1.92736,0.467675,0.23137,0.457399,4.69697,1.01992,0.767555,0.119046,0.269618,0.21854,0.806987,3.0126,0.630684,0.100834,2.70181,2.11432,1.25946,0.239229,0.311288,0.964285,0.307001,0.521908,1.47761,1.48133,0.379075,0.898857,0.700948,0.391762,1.47436,0.204608,0.1811,0.14446,0.801394,1.23521,2.7398,0.0857122,0.64032,1.26604,0.485818,0.378286,0.802399,1.39509,2.85012,0.0409725,1.82586,0.387031,0.459736,1.17918,0.893577,0.0806501,0.349824,0.313899,0.613085,0.881696,0.205891,0.163671,0.98912,1.19056,0.933889,0.936735,0.253074,1.15637,1.06521,0.538968,0.565086,0.644713,0.328838,0.109648,1.49514,0.774294,0.740563,0.264041,0.185517,0.918726,1.24245,0.273042,0.369901,0.840169,0.373771,0.621172,1.05621,0.146456,0.14711,1.73761,0.586031,3.9199,0.372811,1.25126,659.639
0,-1.01055,0.145374,-0.00834636,0.246409,-0.259598,-0.832416,0.573786,-0.16433,0.0029985,-0.231627,0.114769,1.43691,0.532765,0.0201295,-0.881959,-0.870877,-0.245201,-0.0912666,0.263137,0.169107,-0.362585,0.120936,-0.237976,0.080916,-0.105939,2.62365,-0.1467,-0.416514,-0.244463,-1.75556,-1.90119,0.0514307,0.266962,-0.162704,0.238208,-0.431123,-0.185215,-0.93831,0.114583,0.177681,-0.00340368,0.800611,-0.840195,0.2972,-0.468862,-0.248899,0.673436,-0.834064,-0.55471,-0.0112257,0.474333,-0.195091,-0.085569,0.19428,-0.913247,0.668574,0.673108,0.633585,0.120674,0.119285,0.0244125,-0.325151,0.924703,-0.0886667,-0.170636,0.191743,0.677096,0.236739,0.053672,0.183773,-0.19675,-0.0389192,-0.316852,0.36745,-0.312906,1.42215,-0.0283266,0.0539976,0.787462,-0.0954167,-0.164572,0.0271991,0.207189,-0.236047,-0.318991,0.25974,-0.0243128,0.117465,0.0876716,-0.352172,-0.0363507,-0.123019,-0.464025,-0.462367,1.12086,-0.00771736,-0.0316815,0.487169,1.28677,0.572458,0.122606,0.235318,0.167334,0.791556,0.189248,0.475183,1.62683,1.37049,0.520591,0.0512804,0.204298,1.26001,0.978156,5.55968,0.885413,3.63751,0.423594,0.436428,0.320202,0.839988,0.385273,0.0786508,2.84895,2.40098,0.265637,4.26162,0.178096,0.340303,0.0181166,0.448062,4.38856,0.315507,0.293411,0.0667793,1.04626,0.31574,0.599755,0.942248,0.161918,0.154489,0.451892,1.78296,0.706166,1.07988,0.51678,0.263604,2.98146,0.704387,1.26738,0.824209,0.81105,2.15106,0.182738,0.451048,0.296804,2.00877,0.432397,0.564926,0.0593206,0.125957,0.405993,0.506905,1.63161,0.218511,4.10203,0.678973,0.388993,0.911757,0.246172,2.77939,0.319777,0.0668571,3.44355,0.743614,0.284068,0.466125,0.529486,0.656342,1.45434,1.276,0.183337,0.440742,0.164049,0.919719,0.195188,2.59763,0.246974,1.64918,0.171877,1.03927,0.24977,0.413042,0.68651,3.32402,2.06726,0.256152,0.161235,0.658667,1.26167,0.814666,0.228781,1.2841,0.621927
0,-0.81521,0.306971,0.300772,-0.0816029,0.0285768,-1.04754,1.16952,-0.00374767,-0.237707,-0.06681,-0.0315941,1.47679,0.577339,-0.0554391,-0.915054,-0.802842,-0.0864278,-0.258166,-0.229945,0.145196,0.00951297,0.0418119,-0.0510312,0.152543,-0.0998471,2.41491,-0.15696,0.321148,0.151438,-1.06226,-2.2645,0.299321,0.196215,0.155615,-0.0653718,-0.333625,0.208893,-0.838653,-0.30131,0.14299,-0.046764,0.153735,-1.07584,-0.358251,-0.345262,-0.670369,0.774196,-1.16925,-0.506318,0.0435477,0.234155,-0.216095,0.172199,0.329425,-0.486196,0.799122,0.674909,-0.215919,0.127702,0.329482,-0.316092,-0.0663047,0.881143,0.0545027,-0.0108741,0.184535,0.373399,0.765165,0.0552827,-0.181948,-0.264832,0.0231138,-0.138682,-0.136645,-0.374838,0.829208,-0.148151,-0.165463,0.550293,-0.378768,-0.392448,-0.269873,0.244104,-0.101616,0.426642,0.453472,0.053354,0.164695,0.105247,-0.65084,-0.00750644,-0.502728,-0.0112899,0.250779,1.20659,0.360684,0.005021,-0.07784,1.57322,0.812857,0.154826,0.30894,0.339783,0.372614,0.14914,1.1003,1.22739,0.660188,1.68037,0.191784,0.177798,2.68689,1.10214,0.354976,0.938112,0.372941,0.115472,0.596471,0.267795,0.670433,0.316172,0.749827,0.722942,0.514489,0.246121,3.14466,0.261277,0.089288,1.09962,1.02693,1.30044,0.462549,0.753374,0.730222,0.342173,0.444352,0.292742,1.33042,0.966149,0.24525,0.355135,0.412715,0.502806,0.8466,0.561373,1.21292,1.01083,1.57325,0.329504,0.241712,1.22336,0.156022,0.80124,0.514245,0.850929,0.282657,0.531448,0.0577192,0.757618,1.7054,0.158839,0.313305,2.16707,0.0455353,0.221965,0.147844,0.878845,1.13301,0.153658,0.380897,0.222211,0.882776,0.626239,1.21836,3.69409,1.25872,0.198545,3.04753,2.8748,0.414466,7.3213,0.398059,1.17491,0.640299,0.286204,0.210149,0.613404,0.325108,1.23769,0.930824,0.347033,1.244,0.99081,0.626396,0.947469,1.42237,0.910384,0.120536,0.98887,0.61762,0.233293,1.48511,7.91719e-05
